date,open,high,low,close,volume
2021-11-30 00:00:00+00:00,3563.5,3585.77,3492.01,3507.07,4001107
2021-12-01 00:00:00+00:00,3545.0,3559.88,3441.6,3443.72,3756995
2021-12-02 00:00:00+00:00,3460.0,3492.7,3423.75,3437.36,3236288
2021-12-03 00:00:00+00:00,3455.0,3469.865,3338.6,3389.79,4035550
2021-12-06 00:00:00+00:00,3393.0,3473.91,3338.69,3427.37,3443000
2021-12-07 00:00:00+00:00,3492.0,3549.99,3466.69,3523.29,3320536
2021-12-08 00:00:00+00:00,3523.01,3543.6,3495.01,3523.16,2262683
2021-12-09 00:00:00+00:00,3515.0,3539.39,3482.79,3483.42,2303091
2021-12-10 00:00:00+00:00,3508.34,3518.54,3410.0,3444.24,3034488
2021-12-13 00:00:00+00:00,3440.0,3442.0,3382.6,3391.35,3108450
2021-12-14 00:00:00+00:00,3351.0,3389.98,3328.8,3381.83,2798764
2021-12-15 00:00:00+00:00,3371.96,3472.0,3303.9,3466.3,3789713
2021-12-16 00:00:00+00:00,3467.3714,3483.32,3363.205,3377.42,3043842
2021-12-17 00:00:00+00:00,3354.21,3417.97,3312.271,3400.35,4287758
2021-12-20 00:00:00+00:00,3337.0,3357.4851,3312.0,3341.58,2868633
2021-12-21 00:00:00+00:00,3357.01,3414.3299,3312.95,3408.34,2797791
2021-12-22 00:00:00+00:00,3385.395,3441.0,3370.01,3420.74,2751773
2021-12-23 00:00:00+00:00,3408.56,3439.5,3403.0,3421.37,1839412
2021-12-27 00:00:00+00:00,3420.74,3458.86,3384.31,3393.39,2942341
2021-12-28 00:00:00+00:00,3403.65,3443.5176,3382.71,3413.22,2735593
2021-12-29 00:00:00+00:00,3416.8,3424.24,3372.0101,3384.02,1787702
2021-12-30 00:00:00+00:00,3394.0,3417.76,3370.48,3372.89,1879155
2021-12-31 00:00:00+00:00,3379.12,3387.0,3331.17,3334.34,2381786
2022-01-03 00:00:00+00:00,3351.0,3414.07,3323.21,3408.09,3193457
2022-01-04 00:00:00+00:00,3408.76,3428.0,3326.99,3350.44,3536258
2022-01-05 00:00:00+00:00,3337.66,3342.525,3287.14,3287.14,3215136
2022-01-06 00:00:00+00:00,3269.01,3296.0,3238.7442,3265.08,2597889
2022-01-07 00:00:00+00:00,3276.78,3304.865,3240.62,3251.08,2330295
2022-01-10 00:00:00+00:00,3211.71,3233.23,3126.09,3229.72,4389915
2022-01-11 00:00:00+00:00,3230.0,3327.0,3214.03,3307.24,3115005
2022-01-12 00:00:00+00:00,3331.5,3337.56,3288.34,3304.14,2501456
2022-01-13 00:00:00+00:00,3305.01,3324.4299,3221.82,3224.28,2609415
2022-01-14 00:00:00+00:00,3203.0,3245.0,3196.01,3242.76,2298743
2022-01-18 00:00:00+00:00,3182.1,3194.6899,3153.29,3178.35,3306866
2022-01-19 00:00:00+00:00,3175.24,3185.0,3125.0,3125.98,2620856
2022-01-20 00:00:00+00:00,3135.32,3160.0,3027.02,3033.35,3598666
2022-01-21 00:00:00+00:00,2999.0,3018.0,2841.408,2852.86,8198572
2022-01-24 00:00:00+00:00,2780.0,2898.9,2707.04,2890.88,7802237
2022-01-25 00:00:00+00:00,2844.85,2872.0,2762.9,2799.72,4541233
2022-01-26 00:00:00+00:00,2895.0,2903.695,2746.37,2777.45,4780085
2022-01-27 00:00:00+00:00,2816.0,2884.87,2787.0,2792.75,3875790
2022-01-28 00:00:00+00:00,2817.21,2879.96,2758.585,2879.56,3719599
2022-01-31 00:00:00+00:00,2895.0,3007.21,2886.0101,2991.47,3915372
2022-02-01 00:00:00+00:00,3000.0,3034.16,2952.5548,3023.87,2960992
2022-02-02 00:00:00+00:00,3101.0085,3101.5,2977.2717,3012.25,4366488
2022-02-03 00:00:00+00:00,2834.75,2884.95,2766.66,2776.91,11276568
2022-02-04 00:00:00+00:00,3112.13,3224.0,3012.16,3152.79,12672793
2022-02-07 00:00:00+00:00,3170.4,3253.815,3145.0,3158.71,5131219
2022-02-08 00:00:00+00:00,3135.01,3235.85,3111.01,3228.27,3802018
2022-02-09 00:00:00+00:00,3257.47,3276.69,3205.0,3223.79,3439280
2022-02-10 00:00:00+00:00,3167.0,3214.33,3155.0,3180.07,3413406
2022-02-11 00:00:00+00:00,3162.6902,3180.0,3054.675,3065.87,3855022
2022-02-14 00:00:00+00:00,3035.02,3168.9663,3033.0,3103.34,4161535
2022-02-15 00:00:00+00:00,3152.11,3160.14,3092.75,3130.21,2848533
2022-02-16 00:00:00+00:00,3115.81,3176.68,3094.69,3162.01,2635214
2022-02-17 00:00:00+00:00,3162.92,3206.975,3090.0,3093.05,3201625
2022-02-18 00:00:00+00:00,3109.99,3109.99,3017.86,3052.03,3180205
2022-02-22 00:00:00+00:00,3009.57,3059.65,2969.71,3003.95,3246383
2022-02-23 00:00:00+00:00,3033.01,3035.26,2893.02,2896.54,3212178
2022-02-24 00:00:00+00:00,2796.75,3034.98,2790.0,3027.16,5039288
2022-02-25 00:00:00+00:00,3011.0,3079.8,2984.27,3075.77,3119768
2022-02-28 00:00:00+00:00,3048.5,3089.0,3017.0,3071.26,2884171
2022-03-01 00:00:00+00:00,3054.65,3081.98,2999.54,3022.84,2243679
2022-03-02 00:00:00+00:00,3016.98,3059.99,2975.0,3041.05,2366736
2022-03-03 00:00:00+00:00,3070.63,3078.58,2937.12,2957.97,3259860
2022-03-04 00:00:00+00:00,2943.18,2957.0,2876.14,2912.82,3049156
2022-03-07 00:00:00+00:00,2908.87,2921.89,2748.33,2749.06,4346693
2022-03-08 00:00:00+00:00,2733.67,2813.99,2671.45,2720.29,4583129
2022-03-09 00:00:00+00:00,2790.0,2805.0,2736.56,2785.58,4132833
2022-03-10 00:00:00+00:00,2913.7,2973.485,2879.56,2936.35,6753145
2022-03-11 00:00:00+00:00,2991.49,2993.5,2907.38,2910.49,3445028
2022-03-14 00:00:00+00:00,2919.62,2949.0,2817.68,2837.06,3704305
2022-03-15 00:00:00+00:00,2857.0,2959.7,2840.0,2947.33,3779230
2022-03-16 00:00:00+00:00,2970.0,3063.0,2947.07,3062.08,4247884
2022-03-17 00:00:00+00:00,3052.81,3149.97,3042.8,3144.78,3646742
2022-03-18 00:00:00+00:00,3136.26,3231.88,3120.22,3225.01,5063616
2022-03-21 00:00:00+00:00,3222.415,3261.68,3191.06,3229.83,3283142
2022-03-22 00:00:00+00:00,3236.11,3323.34,3233.98,3297.78,3147275
2022-03-23 00:00:00+00:00,3274.1,3327.4,3253.74,3268.16,2790593
2022-03-24 00:00:00+00:00,3274.99,3282.37,3201.0,3272.99,2839903
2022-03-25 00:00:00+00:00,3280.0,3307.37,3245.0,3295.47,2355611
2022-03-28 00:00:00+00:00,3299.5,3380.75,3298.0,3379.81,2992691
2022-03-29 00:00:00+00:00,3407.68,3416.63,3357.37,3386.3,3307680
2022-03-30 00:00:00+00:00,3370.19,3379.01,3310.0,3326.02,2808363
2022-03-31 00:00:00+00:00,3328.895,3329.9,3259.07,3259.95,2998289
2022-04-01 00:00:00+00:00,3282.99,3316.54,3246.39,3271.2,2854475
2022-04-04 00:00:00+00:00,3282.5,3367.89,3264.11,3366.93,2500398
2022-04-05 00:00:00+00:00,3354.83,3362.21,3265.3201,3281.1,2619553
2022-04-06 00:00:00+00:00,3233.01,3244.0,3145.09,3175.12,3952788
2022-04-07 00:00:00+00:00,3168.0,3201.58,3090.23,3155.69,3406839
2022-04-08 00:00:00+00:00,3135.0,3147.37,3084.615,3089.21,2300083
2022-04-11 00:00:00+00:00,3054.26,3082.7299,3010.69,3022.44,2605617
2022-04-12 00:00:00+00:00,3073.85,3101.98,3007.66,3015.75,2758872
2022-04-13 00:00:00+00:00,3000.37,3120.5,2992.0,3110.82,2669544
2022-04-14 00:00:00+00:00,3107.8,3117.94,3029.435,3034.13,2579907
2022-04-18 00:00:00+00:00,3030.47,3080.79,3005.01,3055.7,2325676
2022-04-19 00:00:00+00:00,3040.59,3172.98,3031.01,3162.31,2746321
2022-04-20 00:00:00+00:00,3152.05,3152.05,3072.07,3079.96,2958600
2022-04-21 00:00:00+00:00,3094.28,3134.76,2951.79,2965.92,3198466
2022-04-22 00:00:00+00:00,2965.0,2992.3,2873.9501,2887.0,3653929
2022-04-25 00:00:00+00:00,2880.46,2924.43,2846.1309,2921.48,3093749
2022-04-26 00:00:00+00:00,2896.0,2897.115,2778.59,2787.82,3781514
2022-04-27 00:00:00+00:00,2803.83,2838.97,2715.67,2763.34,3566815
2022-04-28 00:00:00+00:00,2843.56,2918.75,2806.0,2891.93,5865847
2022-04-29 00:00:00+00:00,2596.98,2615.22,2432.5,2485.63,13633086
2022-05-02 00:00:00+00:00,2448.02,2493.365,2367.5,2490.0,7439449
2022-05-03 00:00:00+00:00,2481.07,2524.41,2456.5,2485.07,3956668
2022-05-04 00:00:00+00:00,2472.0,2520.0,2383.66,2518.57,5508760
2022-05-05 00:00:00+00:00,2460.0,2469.98,2301.45,2328.14,7219561
2022-05-06 00:00:00+00:00,2297.0,2381.01,2261.625,2295.45,6212995
2022-05-09 00:00:00+00:00,2226.25,2280.0,2159.14,2175.78,6406219
2022-05-10 00:00:00+00:00,2225.0,2252.85,2143.42,2177.18,5271691
2022-05-11 00:00:00+00:00,2162.07,2203.12,2088.57,2107.44,5485182
2022-05-12 00:00:00+00:00,2055.0,2215.615,2048.11,2138.61,6601257
2022-05-13 00:00:00+00:00,2181.38,2263.68,2156.0,2261.1,4684228
2022-05-16 00:00:00+00:00,2262.0,2279.85,2207.0827,2216.21,3728287
2022-05-17 00:00:00+00:00,2265.5,2316.0,2225.53,2307.37,3822387
2022-05-18 00:00:00+00:00,2228.79,2257.06,2124.975,2142.25,5418959
2022-05-19 00:00:00+00:00,2125.61,2200.68,2123.8581,2146.38,4407127
2022-05-20 00:00:00+00:00,2191.37,2197.9599,2100.1868,2151.82,4975032
2022-05-23 00:00:00+00:00,2169.22,2176.375,2079.0,2151.14,5389868
2022-05-24 00:00:00+00:00,2080.5,2108.0,2025.2,2082.0,5146734
2022-05-25 00:00:00+00:00,2073.11,2163.4999,2073.0,2135.5,4656005
2022-05-26 00:00:00+00:00,2159.4,2253.3099,2149.07,2221.55,4650130
2022-05-27 00:00:00+00:00,2271.0,2303.74,2252.56,2302.93,4683008
2022-05-31 00:00:00+00:00,2325.6,2439.8899,2313.5,2404.19,7231708
2022-06-01 00:00:00+00:00,2445.12,2503.58,2412.445,2433.68,6376449
2022-06-02 00:00:00+00:00,2433.68,2512.2,2400.9,2510.22,5028034
2022-06-03 00:00:00+00:00,2484.0,2488.0,2420.929,2447.0,4880166
2022-06-06 00:00:00+00:00,125.245,128.99,123.81,124.79,134271125
2022-06-07 00:00:00+00:00,122.005,124.1,120.63,123.0,85156712
2022-06-08 00:00:00+00:00,122.61,123.75,120.75,121.18,64926594
2022-06-09 00:00:00+00:00,119.99,121.3,116.1,116.15,67029842
2022-06-10 00:00:00+00:00,113.415,114.5,109.05,109.65,87412245
2022-06-13 00:00:00+00:00,104.19,106.54,101.86,103.67,99277742
2022-06-14 00:00:00+00:00,104.19,104.88,101.43,102.31,69728761
2022-06-15 00:00:00+00:00,103.86,109.06,103.53,107.67,85011060
2022-06-16 00:00:00+00:00,104.47,104.58,102.01,103.66,82186301
2022-06-17 00:00:00+00:00,102.8,106.98,102.51,106.22,99772147
